,Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
1718,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.15199117999772518,0.020118270989778544,1.003468494684529,2.0199734804283045,2.9296113960651677,3.008111404834753,1.071501599631458,8.71150905483316,9.369693109728814,-5.340707843680174,15.74842588825738,1718,1718
1719,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.012445161179166782,0.0006771545903071566,5.006813280144591,9.988855025105533,1.0452339994698372,4.0199902498346285,3.991644661049157,0.7191030134735552,17.30266033873145,-7.224949046568986,-36.04728087655703,1719,1719
1720,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.1062549467380364,0.006870357588563818,0.9927127119554942,2.0101866824747048,2.047808458959105,1.0216536043101099,0.9702458169406476,4.143945070982871,0.8393306614195815,-13.041367595856881,19.49787429038728,1720,1719
1721,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.02074355562487597,0.003412059286394987,5.016567243490164,9.990760602104988,3.0022683952807796,2.048585289281437,4.329123494970676,8.094528061617147,3.9635899586911756,4.028641412919518,-65.69382271716177,1721,1720
1722,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.022944619686626023,0.0012091677981496166,0.9761981209133803,2.0160530490974344,0.9228349398978898,2.9191795721328133,0.7182405919512412,1.1410538048997902,9.180644666372146,-17.952913052254,-39.64009740464148,1722,1722
1723,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.08609861265541022,0.005176308080787719,5.000243768440197,10.01913500059203,1.9605318320510492,4.027382719934014,3.97330911009221,4.74832900141266,17.132088093309747,-11.37040070982483,-70.3781603626167,1723,1722
1724,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.07713025043084287,2.103944877728826e-06,1.0034134568386115,2.010310424961165,2.9809014015704034,0.9422165899547311,0.857680530388216,8.362240795471928,1.2684207693455487,-6.148680547944451,-19.645022543267242,1724,1723
1725,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.051979734126727586,0.004723451676836274,4.990059026579737,9.99211654289122,1.0148532810142454,1.9739125485916271,4.425739443682857,1.2182568437387524,3.810321483419924,-12.338513783435772,-12.11661869155676,1725,1724
1726,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.1728504691315637,9.980799884877222e-05,1.0035172068413376,1.991660833473538,1.8579471947408113,3.0234148667719905,0.7768565125826525,4.338954124034375,8.229803569598074,-3.566707491866591,5.621186865405093,1726,1725
1727,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.022842750991752155,0.0011745880576428409,5.0075700516045085,10.005283781134539,2.9849961694483724,4.084049275952513,3.627375564949563,8.487057709618488,16.83317766689794,-3.2346241736077257,-4.053509089391355,1727,1726
1728,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.03128997689912623,0.0010506037207027572,0.9905871350876873,1.980871769222204,1.1926626047730555,0.9712530759474262,1.0144833137664537,0.8403878057511108,0.7384206946565851,-9.324956243383673,-82.45596017263978,1728,1728
1729,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.11895787622280699,0.0008524250477545124,4.994130004473145,10.007119646852377,2.0166835259634164,2.223104151380105,4.560293916792563,3.8148421167294946,3.911624878981417,1.9369572910254096,-13.206330220965864,1729,1728
1730,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.0562380653235369,0.0021255977406571384,0.9979396484477278,2.0161214746136666,2.9179981876729255,3.148841998033684,0.9435588672182127,8.425619131433033,8.920163947299821,-4.48238711758576,-28.02953928016929,1730,1729
1731,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.1246686045528944,0.03765899883811683,4.996994859252393,10.002910483056429,1.0471134872386372,3.828920817387958,3.655324348089918,1.1709039277768039,15.629503719504005,9.78329864353335,-20.1017724382522,1731,1730
1732,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.06535967432379641,0.0032935192276215184,1.0003676016775438,2.0033698660612482,2.199784799863095,0.9191069799857885,0.7396264870005522,3.7003148088010756,1.011612003805276,-20.359862626347805,-4.892829519282088,1732,1731
1733,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.04321954297829321,0.0012706971694353521,5.000464141540438,10.005269350078057,2.8869648975233995,1.9785053855420511,4.41683507502841,9.779888010331922,4.90531370886472,-10.705503944479963,-19.99442123855237,1733,1732
1734,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.04212748566635163,0.005519005643954965,1.00210947042964,2.00466166045927,1.0436099847266067,2.824977369996815,1.0092197025770648,1.2379348228063478,8.86275878351544,0.6124837299356418,-41.65555114029987,1734,1734
1735,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.042374097963207805,0.00024511265209859476,5.014213197254367,10.003636712008321,1.8863857496082874,4.002429229146606,3.696341892338482,4.565336616010642,15.53175193191722,-11.69094233056883,-42.67328135078229,1735,1735
1736,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.13689618972203907,0.010633485155708484,0.9859609782088559,2.0038407950028034,3.0317221784763966,0.9131439457114713,0.9042415574485393,8.232424159172874,0.6568665789309385,2.9325636870420606,-16.1561791406082,1736,1736
1737,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.005338706452434186,0.0013448053752081462,5.009700635257402,10.009988134433854,0.8712587457267723,1.9279025818598081,4.207771627890797,1.0233176402788369,3.861011697481183,-19.9520319291317,-29.71368034920086,1737,1736
1738,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.019187072165338742,0.004205429261391894,0.9963317360252353,1.9985843886573302,1.9494075548256082,2.8927393598015545,0.5840877582450538,3.793877641007694,8.906100902797116,-20.179697708347035,5.373969884744643,1738,1738
1739,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.073657852469295,0.001767984049029036,4.993594417487106,9.98955696337712,2.832220548856501,3.9556635509147586,3.29982191501254,8.952447851168412,17.01130258300781,-8.848231849261145,14.227919937930288,1739,1739
1740,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.13763972157887902,0.014394496235045375,1.0256134881442787,2.001229691436899,1.033654130593297,1.0324441858422362,0.754937122945258,0.7705635933262974,1.249771134177953,-15.38344300485851,-27.56431535746743,1740,1739
1741,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.02850936656893868,0.0059031843303019,5.005335063604787,10.00647115005768,2.004632244641406,1.9990210473865442,3.9830099678549233,4.0464780882200575,4.264558356840728,-0.6775132447570069,5.414184647017674,1741,1740
1742,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.02580753531013602,6.833249205213943e-05,0.9862786413074242,2.005097939295344,2.8669150319258394,2.9932241062390874,0.9160480944717033,9.575809948261384,9.324015798317498,2.5028828241891397,-43.38041604514941,1742,1742
1743,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.14097273733599933,0.0029208688169341324,4.985641228548759,10.004823116752558,1.0442052192899922,3.937754924483585,3.6024072978945703,1.0617226256520649,16.82836839360488,-5.286366980755293,13.811936525216353,1743,1743
1744,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.17948352651885355,0.0026981824018774436,0.9939691255629627,1.9981525143159422,2.056514813491513,1.0326179858853777,1.172678806665786,3.511275395501512,1.0419929754110402,-4.9674062594502875,1.5372264020272972,1744,1744
1745,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.03305290269520035,0.0011516448081888373,5.0006082928799005,9.991035561049447,3.146417812316314,1.9274002693973407,4.77807708765189,8.981901515047523,3.5717692073455627,-15.766886851085236,1.1268105879529102,1745,1744
1746,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.1490747542896534,0.0015917740814259816,0.9967190893605951,2.0009018465521518,1.1610874012525687,3.0739291285006276,1.2388171855253978,0.93634357988747,9.194131634992335,-12.05487725785402,-20.661465204658803,1746,1745
1747,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.16649088863158643,0.05449679128674411,4.996194824468565,9.988233669123316,2.0236312558028913,4.0085371709894,3.8034667087929934,4.7230793844335475,15.954283577835911,-27.917563712023615,-4.626381824991483,1747,1747
1748,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.08599773400022821,0.0013316015580571213,0.9998181919701749,2.0008217219836535,3.090174981425406,0.8326715701644254,0.727299513083735,9.950555190559635,1.1658310773598506,-18.688135317781573,-4.488132592016758,1748,1747
1749,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.011933038125326305,6.38804778782055e-05,5.0121741922364835,10.001657857958453,0.900615911042849,2.0043052527662097,3.3020361597215353,0.8883755623828677,3.9074905170869663,-7.878316785771499,-1.5686392363408501,1749,1749
1750,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.01319928443460915,0.027306828226781498,0.9955470896572239,2.0018536898272536,2.100241627794971,2.9090253022261687,1.1654398457051536,4.260897849685972,9.16537465582251,0.9054778842327451,-18.793456870265896,1750,1750
1751,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.0719024410095087,1.6958399323385396e-05,5.004830781752054,10.002004737111093,3.027965270927331,4.01498266367291,3.6716782384098643,8.8811198669075,15.68476583789601,-4.295276472765021,-33.02864728255061,1751,1750
1752,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.12355773934843683,5.11173934294131e-05,0.9863633164610864,1.9976896629274608,0.8870999564796325,0.8480708409804003,0.7872770964020518,0.8859954536101876,0.885408203508817,-14.758837941922216,3.8346334133404554,1752,1752
1753,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.0787706687862686,0.0006686460031248621,4.977131848484166,9.996740184808207,1.8715082544385329,1.841262557777244,4.169231984681274,3.651868882272797,3.402087223315755,-5.087912356299994,-27.53057137785343,1753,1752
1754,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.2040211046323909,0.0019190609979116958,0.9955701502065111,1.99277037284877,2.998116797905397,3.066563111595034,1.1022675038663439,8.17871330466988,10.241913291375429,-10.523090355459345,-15.436028975514326,1754,1754
1755,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.11187743560287432,0.028151932516324366,4.985034249423793,10.007290430636523,0.9525483749083175,3.8057467507363474,4.083349220435035,1.1540582151050534,15.756094033116131,-13.556022140118195,11.815069142689836,1755,1754
1756,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.06558363472627124,0.000657139489552469,1.0031192891370095,1.9945129105628525,2.028732957293011,0.9418748175642774,0.8260809582052528,4.633268557510678,1.0890936351049343,3.1111248161159004,-10.139901927881157,1756,1756
1757,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.1601607066852396,0.003578677325743108,4.993592007074312,10.006656211534098,2.9421742426650006,1.982368465050052,4.153487401150588,8.970636010919831,3.739203026702162,-17.71391390693841,-25.37624221435264,1757,1756
1758,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.21264816610019066,0.000961001980948789,1.0030302687826746,2.0032412402599222,1.0433229698317643,3.0709501590609904,0.9215146771106805,0.7464295724686641,9.848466082403169,-3.03072867659219,-4.0955530340336725,1758,1758
1759,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.029522938455192306,0.03177716437144478,5.016234367641757,10.02357920039406,2.168931381372108,4.075792297437183,3.709034490602413,4.027816658606447,15.102888999777955,3.915886408010307,-20.126695966046473,1759,1758
1760,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.10924404910883112,0.000397677903766973,0.9950686207007569,1.995381515358671,3.003939806157323,0.9841717585325971,1.076241456485427,8.715814374788106,1.6152535601095914,6.301914867379363,-8.509638703952342,1760,1760
1761,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.050900915468246044,0.0029531336360145975,5.007596798352104,9.979091134219994,1.0913995627568016,1.9718548868217423,3.785150215118465,1.203854330616255,4.312823478624108,-0.4927169229584205,-42.66013949172915,1761,1760
1762,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.03657742251691653,0.03024663708429081,0.9960098473847876,2.015100850438895,2.0362308080816476,3.0445608172324903,1.0712624500669639,4.470293407852976,9.884529202749915,-12.752299893954513,-9.718154679079358,1762,1762
1763,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.056076798748949,0.025780880808701848,5.0081004727427185,9.994851190386377,2.7974355830943165,4.0942991950273075,3.4383670478288897,8.830120048532295,16.30081278917686,-8.892042855605819,10.145546012028564,1763,1763
1764,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.12003366308172331,0.002653125965647787,0.9835303242429531,2.0032477424422894,0.9879608013951322,1.1392009685078397,0.9913659317745313,1.1492758099740863,0.9579861283393005,-8.817037053440883,10.398563518387206,1764,1763
1765,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.08193927537325324,0.0004185490800438604,4.998435999613154,9.999757229589171,1.9256842419073947,1.9937655989363376,4.236408038863526,4.081382416329248,3.791244154456231,-2.6000559346390473,28.717353813666982,1765,1764
1766,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.10338329403670475,0.030152529283694943,0.9959282815556473,1.9862585096751553,2.9657474950508056,3.007770000180791,0.7468502269702086,9.568846145734868,9.208058669677978,-29.34524458453435,-6.004515470266963,1766,1766
1767,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.15971165548148683,0.0003461330923391527,5.008949418880886,10.007404441001869,1.0687210141178876,3.918831714561835,3.59579188623289,0.8621370752569099,17.225498055180502,-15.505120561578652,-5.050187027419046,1767,1766
1768,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.07167493201534765,0.0037873147985999864,0.9976370163017136,2.002689442380697,1.9334272154540026,1.0195171612157665,1.1545500977393857,3.878883548032926,1.2410113821832238,-11.423511897813622,-16.35271210673584,1768,1767
1769,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.021587596963113118,0.0016270659286733234,4.981158392302463,9.988349349234369,2.802658020638032,2.0654754420381094,4.55475891290223,8.563253864014325,4.086358909646408,-4.825910377897187,-33.36700799425941,1769,1769
1770,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.004377733725782103,0.0024885746492391988,1.0084830970400969,2.0065729617332417,0.8613836479603577,3.0259432821663705,0.7550286346364188,1.5222931924469998,9.079249718319382,-3.2665660169822184,-0.17309061078994503,1770,1769
1771,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.06376561071143168,0.008617781674879506,4.994380124473008,10.0074087000399,2.0027235530403447,3.932991929604061,4.085999534652985,4.1084433620462875,16.8631288308593,-25.107922682419186,-3.1391212698425512,1771,1770
1772,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.11042372365729569,0.0011214995306707543,1.011776942665867,1.999700366605341,3.1436892320619,1.0064072503981143,0.9331293882320012,9.507085664005924,0.6169060186989341,-32.83251551643879,10.060004271840302,1772,1772
1773,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.08645779484874001,0.006726337428440594,4.9860669441644,10.001365303051603,0.9760891108240316,1.9220586349400979,4.935731950497872,0.6847165661336144,4.538205551636726,3.3559980913110383,28.716229260739816,1773,1773
1774,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.010438210764767045,0.006189950924786479,1.0034718775904294,2.0165669797912718,1.9292796468371949,2.955976164934712,1.1801826153525368,3.6873593907254207,8.893194910099322,-2.527074562122955,-48.844339672825214,1774,1774
1775,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.08554472423915827,0.002037687223676061,4.998368074488049,9.989509246377837,2.928948495154508,4.102009149284707,3.5848056508181796,8.292876765530377,15.885057701812839,-5.574524787689958,-34.18766325843092,1775,1774
1776,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.06550733230116865,0.0015907068305358297,1.0075813936306324,2.0154750464713893,0.8871342031741412,1.217208032129921,0.7177171449725956,0.6106746945071762,0.9609033801732133,-18.410451357655525,-30.08783953607714,1776,1775
1777,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.011285446664405068,0.005357869850254146,4.994069328063812,9.989503698567678,1.941760901994407,1.8696602330887204,4.331477457803464,3.4654976593216396,4.322094143198433,2.9769213472817384,-30.021060133951234,1777,1777
1778,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.06485162387884935,0.010736707833727223,1.007277102785133,1.9989219965235647,2.9673066858094876,2.9282887704981047,1.1708966481703913,9.861967726977706,8.424328193731453,-38.165996078471004,-26.021238759411606,1778,1777
1779,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.10728317149373928,0.0007882164112362418,5.016042783009396,10.002778439371943,1.0154855722249012,3.9121347872947,4.403540716077808,0.7657037783568833,16.578847514071033,-20.084710733102227,-10.162968339741594,1779,1778
1780,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.2091140362580417,0.024109253127766187,0.9969440139768789,2.0014453086492114,1.7496379542446403,1.0889395860996256,1.1936449385577526,4.5555343930770915,1.2301667220790777,-15.075498519522128,-44.70290160469283,1780,1780
1781,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.0522853266418475,0.018811742228598088,5.001986482169874,9.995005273952689,2.9634810778503713,1.9191693424084328,4.2370209683921045,8.710918803732339,3.835503842353194,-5.533566058524084,-24.48337610757246,1781,1780
1782,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.03245177927813381,0.018141559342562567,1.0070877265348293,1.9958214862059385,1.07913444112241,2.9874943290362794,1.1066125392046304,0.9689243455496253,9.804080896905734,-2.0608298537215006,-45.678111185851364,1782,1781
1783,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.028107113786863265,0.009927024738848392,4.984538549808282,9.998275469054839,1.9623004016408498,3.9394132514268607,4.221825481752983,4.449732876251591,16.779949976664035,-14.262327346169279,-20.260492725481665,1783,1782
1784,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.15420997917528195,0.01691531930142308,0.9956654686437283,1.980172612792438,2.682593111036349,0.9348595890463172,1.03052134313703,9.60087044937624,0.9819135878854688,-7.3573218976621355,2.0811978313219512,1784,1783
1785,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.06435444922724591,0.019920544388824856,4.996825369842852,10.005566300332458,0.924060049456661,1.8879935508603973,4.317121881704986,0.7875961334574689,4.7692099933824,-17.806618764036422,-48.62120263313987,1785,1784
1786,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.03848673851817665,0.0013132807081861517,0.9952889612524873,2.010106428402295,2.0412312596557594,2.9733115582865683,1.1316950087884392,5.170511522370086,9.04480830239834,-10.892229598505086,-8.4912486008508,1786,1785
1787,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.001424001810800584,0.004585671870915984,5.005644259622177,9.998222572999747,3.0069886198345452,3.977728077556646,4.005193050744924,8.505192270218611,16.012831080841888,-4.3535995357467865,-33.71931677938282,1787,1786
1788,A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.007326722663791351,4.815405818982982e-05,0.996924474605647,2.0039868321387946,1.1894964108165724,0.9846505174653168,0.95727045820557,1.0322905151845134,1.499027162068609,-13.891087868596852,-28.665490842193424,1788,1788
1789,B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.03157317408527485,0.018778839646970785,4.997974178894967,10.020046662647028,1.8151021342455542,1.9744912757344326,3.9098597944850564,3.753666747923204,3.5426944739745454,8.542573176614379,-37.90462436481996,1789,1789
1790,A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.07982506059540845,2.3088148469159537e-05,1.0097586171714528,2.003153084877472,3.0384742074521136,2.936460373790951,0.7374987647909678,10.437920672477727,8.73657150893406,-5.987898184228971,-16.18377747619133,1790,1789
1791,B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.058924830703435516,0.010802464562295095,4.993457371367207,10.006378878696943,1.1491523333152391,3.9788990398948196,3.8468714649843148,1.0383017739531148,16.207499125617097,3.8653836362156735,-43.861934469066995,1791,1790
1792,A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.06647765378575062,0.0013201998259537518,1.0018783243656415,1.9944179734858116,2.0850884393855393,0.954797505433315,1.0956586242446238,3.493897857090233,0.9612449727794654,-4.595210362892377,-8.208470349931922,1792,1792
1793,B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.045137232208868894,0.0016917407619247552,5.007102883829852,9.99535592341399,3.044909300674844,2.0118742126118923,4.160801746309192,9.07759998342354,4.237962410335739,-17.826720737207623,-21.172265502399526,1793,1792
1794,A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.12896935443074034,0.08341275370337047,1.0006440200724882,2.0236062413481775,1.0094014561922133,2.844163691258557,0.9420460437072752,0.8341825054205017,8.778474633766963,-10.773217691011194,-18.897493139513337,1794,1794
1795,B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.03315205832581627,0.012469056542523187,4.999717716698739,9.992029957652598,2.070691743801043,3.94429166428285,4.117174701308724,4.122532056097826,15.380456625841624,-15.962593348548607,-22.849912682349448,1795,1794
1796,A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.052402233620421006,0.008798051919665154,0.9909493870500091,2.0003941409827384,2.9373858324114797,0.9998036194111978,1.3267528432412705,9.88143205907116,0.9760604888087105,-3.764916657437503,-8.117080789551128,1796,1795
1797,B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.10221761035556792,0.018986562385167657,4.998261537767375,9.99150223656476,0.8244234350624733,2.0631425333819995,4.125874850285555,0.5991652347322701,3.9402838932474347,-24.435039028316858,-18.865118224124817,1797,1797
1798,A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.18156058224623783,3.190474081319434e-07,1.0005545980007542,1.974431930020806,1.9542351300188043,2.8306492714973714,0.9921746864448707,3.7814627178335494,9.007128464059791,5.790248527254235,-27.6439303692079,1798,1797
1799,B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.03528338818065089,4.004967651293184e-05,4.992733130276112,10.007258705937442,3.09060739347334,3.8737901859976533,3.8163120185666273,9.839902735602482,15.802006367348783,7.9618918565109595,-63.80952249899691,1799,1798
1800,A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.04809467784720771,0.001304114644810984,1.0196894604766398,1.9927868346227873,1.068419276596848,0.9458143108649426,0.549672248458778,0.9040390958704851,0.8658932657869808,-10.138294528237251,-47.298712939396204,1800,1800
1801,B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.11432671580809373,0.006908685539676207,4.999051213515612,10.003130287856628,1.9803174027594674,1.9963024988603897,3.9609434735896794,3.810998340758046,4.2400163542312646,0.8619422547554851,-23.907521966996182,1801,1800
1802,A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.003921514455945421,0.0310432491109998,1.0107748809041743,2.0105636488790295,3.3064953587847326,3.02738300827851,1.2706366312533692,9.664928110387322,9.171483555027859,0.9568369438157465,-17.649239379961323,1802,1802
1803,B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.08205935840943372,0.021415527534798574,4.997025202990028,9.98811736688525,1.0022391778523227,4.19125906812838,4.080337731390928,0.9910174113944766,14.63473169748761,-3.792332285570385,-5.540272447966306,1803,1802
1804,A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.08318689063793658,0.002111365789522897,1.0016319121684052,1.9879422666610553,1.8575206096042267,1.0273280880797797,1.0272624360160745,3.5925533871682944,1.2455580189913662,-19.276605915249,8.547440534478245,1804,1803
1805,B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.06510220787208479,0.005611320753280305,4.993032370773085,10.014234270025073,2.9792318950407184,1.9897254254026824,4.044821345368081,8.015675431456671,3.8119921555030842,-31.46115283923156,-27.860762729616674,1805,1804
1806,A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.09637947526439991,0.004277341646505661,1.0033387048135791,2.009583407324062,0.9709433855382754,3.2281193795530174,0.7076807629798523,1.194829906544326,9.599612594051399,-10.206026154421496,-15.438612285912917,1806,1805
1807,B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.02146793542240881,0.002899104933204407,5.028369873400864,9.99385462071197,1.9976197874406083,4.082991113914207,3.981630949983021,3.2325956339247264,16.717634338581973,-15.496384712605224,15.62184050344407,1807,1806
1808,A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.06273210735023244,0.0011487017686560735,1.0022661275157656,1.9834225231474378,3.041637042382807,1.1478594107100417,0.8465672843484702,9.042714681541211,1.142999650908609,-12.015161123747541,-29.058300120791703,1808,1807
1809,B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.0442570839196359,0.0009277597927323306,5.0089909601470755,10.003060550055132,0.9192157629115616,2.0414433034832498,3.2160601443703563,1.0715990337585464,4.196198758838276,-24.993442303188818,-4.6432322598673395,1809,1808
