Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.179483527,0.002698182,0.993969126,1.998152514,2.056514813,1.032617986,1.172678807,3.511275396,1.041992975,-4.967406259,1.537226402,1744,1744
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.033052903,0.001151645,5.000608293,9.991035561,3.146417812,1.927400269,4.778077088,8.981901515,3.571769207,-15.76688685,1.126810588,1745,1744
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.149074754,0.001591774,0.996719089,2.000901847,1.161087401,3.073929129,1.238817186,0.93634358,9.194131635,-12.05487726,-20.6614652,1746,1745
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.166490889,0.054496791,4.996194824,9.988233669,2.023631256,4.008537171,3.803466709,4.723079384,15.95428358,-27.91756371,-4.626381825,1747,1747
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.085997734,0.001331602,0.999818192,2.000821722,3.090174981,0.83267157,0.727299513,9.950555191,1.165831077,-18.68813532,-4.488132592,1748,1747
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.011933038,6.39E-05,5.012174192,10.00165786,0.900615911,2.004305253,3.30203616,0.888375562,3.907490517,-7.878316786,-1.568639236,1749,1749
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.013199284,0.027306828,0.99554709,2.00185369,2.100241628,2.909025302,1.165439846,4.26089785,9.165374656,0.905477884,-18.79345687,1750,1750
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.071902441,1.70E-05,5.004830782,10.00200474,3.027965271,4.014982664,3.671678238,8.881119867,15.68476584,-4.295276473,-33.02864728,1751,1750
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.123557739,5.11E-05,0.986363316,1.997689663,0.887099956,0.848070841,0.787277096,0.885995454,0.885408204,-14.75883794,3.834633413,1752,1752
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.078770669,0.000668646,4.977131848,9.996740185,1.871508254,1.841262558,4.169231985,3.651868882,3.402087223,-5.087912356,-27.53057138,1753,1752
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.204021105,0.001919061,0.99557015,1.992770373,2.998116798,3.066563112,1.102267504,8.178713305,10.24191329,-10.52309036,-15.43602898,1754,1754
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.111877436,0.028151933,4.985034249,10.00729043,0.952548375,3.805746751,4.08334922,1.154058215,15.75609403,-13.55602214,11.81506914,1755,1754
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.065583635,0.000657139,1.003119289,1.994512911,2.028732957,0.941874818,0.826080958,4.633268558,1.089093635,3.111124816,-10.13990193,1756,1756
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.160160707,0.003578677,4.993592007,10.00665621,2.942174243,1.982368465,4.153487401,8.970636011,3.739203027,-17.71391391,-25.37624221,1757,1756
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.212648166,0.000961002,1.003030269,2.00324124,1.04332297,3.070950159,0.921514677,0.746429572,9.848466082,-3.030728677,-4.095553034,1758,1758
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.029522938,0.031777164,5.016234368,10.0235792,2.168931381,4.075792297,3.709034491,4.027816659,15.102889,3.915886408,-20.12669597,1759,1758
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.109244049,0.000397678,0.995068621,1.995381515,3.003939806,0.984171759,1.076241456,8.715814375,1.61525356,6.301914867,-8.509638704,1760,1760
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.050900915,0.002953134,5.007596798,9.979091134,1.091399563,1.971854887,3.785150215,1.203854331,4.312823479,-0.492716923,-42.66013949,1761,1760
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.036577423,0.030246637,0.996009847,2.01510085,2.036230808,3.044560817,1.07126245,4.470293408,9.884529203,-12.75229989,-9.718154679,1762,1762
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.056076799,0.025780881,5.008100473,9.99485119,2.797435583,4.094299195,3.438367048,8.830120049,16.30081279,-8.892042856,10.14554601,1763,1763
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.120033663,0.002653126,0.983530324,2.003247742,0.987960801,1.139200969,0.991365932,1.14927581,0.957986128,-8.817037053,10.39856352,1764,1763
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.081939275,0.000418549,4.998436,9.99975723,1.925684242,1.993765599,4.236408039,4.081382416,3.791244154,-2.600055935,28.71735381,1765,1764
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.103383294,0.030152529,0.995928282,1.98625851,2.965747495,3.00777,0.746850227,9.568846146,9.20805867,-29.34524458,-6.00451547,1766,1766
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.159711655,0.000346133,5.008949419,10.00740444,1.068721014,3.918831715,3.595791886,0.862137075,17.22549806,-15.50512056,-5.050187027,1767,1766
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.071674932,0.003787315,0.997637016,2.002689442,1.933427215,1.019517161,1.154550098,3.878883548,1.241011382,-11.4235119,-16.35271211,1768,1767
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.021587597,0.001627066,4.981158392,9.988349349,2.802658021,2.065475442,4.554758913,8.563253864,4.08635891,-4.825910378,-33.36700799,1769,1769
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.004377734,0.002488575,1.008483097,2.006572962,0.861383648,3.025943282,0.755028635,1.522293192,9.079249718,-3.266566017,-0.173090611,1770,1769
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.063765611,0.008617782,4.994380124,10.0074087,2.002723553,3.93299193,4.085999535,4.108443362,16.86312883,-25.10792268,-3.13912127,1771,1770
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.110423724,0.0011215,1.011776943,1.999700367,3.143689232,1.00640725,0.933129388,9.507085664,0.616906019,-32.83251552,10.06000427,1772,1772
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.086457795,0.006726337,4.986066944,10.0013653,0.976089111,1.922058635,4.93573195,0.684716566,4.538205552,3.355998091,28.71622926,1773,1773
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.010438211,0.006189951,1.003471878,2.01656698,1.929279647,2.955976165,1.180182615,3.687359391,8.89319491,-2.527074562,-48.84433967,1774,1774
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.085544724,0.002037687,4.998368074,9.989509246,2.928948495,4.102009149,3.584805651,8.292876766,15.8850577,-5.574524788,-34.18766326,1775,1774
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.065507332,0.001590707,1.007581394,2.015475046,0.887134203,1.217208032,0.717717145,0.610674695,0.96090338,-18.41045136,-30.08783954,1776,1775
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.011285447,0.00535787,4.994069328,9.989503699,1.941760902,1.869660233,4.331477458,3.465497659,4.322094143,2.976921347,-30.02106013,1777,1777
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.064851624,0.010736708,1.007277103,1.998921997,2.967306686,2.92828877,1.170896648,9.861967727,8.424328194,-38.16599608,-26.02123876,1778,1777
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.107283171,0.000788216,5.016042783,10.00277844,1.015485572,3.912134787,4.403540716,0.765703778,16.57884751,-20.08471073,-10.16296834,1779,1778
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.209114036,0.024109253,0.996944014,2.001445309,1.749637954,1.088939586,1.193644939,4.555534393,1.230166722,-15.07549852,-44.7029016,1780,1780
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.052285327,0.018811742,5.001986482,9.995005274,2.963481078,1.919169342,4.237020968,8.710918804,3.835503842,-5.533566059,-24.48337611,1781,1780
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.032451779,0.018141559,1.007087727,1.995821486,1.079134441,2.987494329,1.106612539,0.968924346,9.804080897,-2.060829854,-45.67811119,1782,1781
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.028107114,0.009927025,4.98453855,9.998275469,1.962300402,3.939413251,4.221825482,4.449732876,16.77994998,-14.26232735,-20.26049273,1783,1782
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.154209979,0.016915319,0.995665469,1.980172613,2.682593111,0.934859589,1.030521343,9.600870449,0.981913588,-7.357321898,2.081197831,1784,1783
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.064354449,0.019920544,4.99682537,10.0055663,0.924060049,1.887993551,4.317121882,0.787596133,4.769209993,-17.80661876,-48.62120263,1785,1784
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.038486739,0.001313281,0.995288961,2.010106428,2.04123126,2.973311558,1.131695009,5.170511522,9.044808302,-10.8922296,-8.491248601,1786,1785
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.001424002,0.004585672,5.00564426,9.998222573,3.00698862,3.977728078,4.005193051,8.50519227,16.01283108,-4.353599536,-33.71931678,1787,1786
A,C,E,H,J,A,D,A,D,J,A,D,J,A,D,I,M,S,H,L,S,0.007326723,4.82E-05,0.996924475,2.003986832,1.189496411,0.984650517,0.957270458,1.032290515,1.499027162,-13.89108787,-28.66549084,1788,1788
B,D,E,H,J,B,E,A,D,J,A,D,J,B,E,I,M,S,H,L,S,0.031573174,0.01877884,4.997974179,10.02004666,1.815102134,1.974491276,3.909859794,3.753666748,3.542694474,8.542573177,-37.90462436,1789,1789
A,C,E,H,J,C,F,A,D,J,A,D,J,C,F,I,M,S,H,L,S,-0.079825061,2.31E-05,1.009758617,2.003153085,3.038474207,2.936460374,0.737498765,10.43792067,8.736571509,-5.987898184,-16.18377748,1790,1789
B,D,E,H,J,A,D,A,D,J,A,D,J,D,G,I,M,S,H,L,S,0.058924831,0.010802465,4.993457371,10.00637888,1.149152333,3.97889904,3.846871465,1.038301774,16.20749913,3.865383636,-43.86193447,1791,1790
A,C,E,H,J,B,E,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.066477654,0.0013202,1.001878324,1.994417973,2.085088439,0.954797505,1.095658624,3.493897857,0.961244973,-4.595210363,-8.20847035,1792,1792
B,D,E,H,J,C,F,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.045137232,0.001691741,5.007102884,9.995355923,3.044909301,2.011874213,4.160801746,9.077599983,4.23796241,-17.82672074,-21.1722655,1793,1792
A,C,E,H,J,A,D,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.128969354,0.083412754,1.00064402,2.023606241,1.009401456,2.844163691,0.942046044,0.834182505,8.778474634,-10.77321769,-18.89749314,1794,1794
B,D,E,H,J,B,E,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.033152058,0.012469057,4.999717717,9.992029958,2.070691744,3.944291664,4.117174701,4.122532056,15.38045663,-15.96259335,-22.84991268,1795,1794
A,C,E,H,J,C,F,A,D,J,A,D,J,A,D,I,M,S,H,L,S,-0.052402234,0.008798052,0.990949387,2.000394141,2.937385832,0.999803619,1.326752843,9.881432059,0.976060489,-3.764916657,-8.11708079,1796,1795
B,D,E,H,J,A,D,A,D,J,A,D,J,B,E,I,M,S,H,L,S,-0.10221761,0.018986562,4.998261538,9.991502237,0.824423435,2.063142533,4.12587485,0.599165235,3.940283893,-24.43503903,-18.86511822,1797,1797
A,C,E,H,J,B,E,A,D,J,A,D,J,C,F,I,M,S,H,L,S,0.181560582,3.19E-07,1.000554598,1.97443193,1.95423513,2.830649271,0.992174686,3.781462718,9.007128464,5.790248527,-27.64393037,1798,1797
B,D,E,H,J,C,F,A,D,J,A,D,J,D,G,I,M,S,H,L,S,-0.035283388,4.00E-05,4.99273313,10.00725871,3.090607393,3.873790186,3.816312019,9.839902736,15.80200637,7.961891857,-63.8095225,1799,1798
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.048094678,0.001304115,1.01968946,1.992786835,1.068419277,0.945814311,0.549672248,0.904039096,0.865893266,-10.13829453,-47.29871294,1800,1800
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.114326716,0.006908686,4.999051214,10.00313029,1.980317403,1.996302499,3.960943474,3.810998341,4.240016354,0.861942255,-23.90752197,1801,1800
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.003921514,0.031043249,1.010774881,2.010563649,3.306495359,3.027383008,1.270636631,9.66492811,9.171483555,0.956836944,-17.64923938,1802,1802
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.082059358,0.021415528,4.997025203,9.988117367,1.002239178,4.191259068,4.080337731,0.991017411,14.6347317,-3.792332286,-5.540272448,1803,1802
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.083186891,0.002111366,1.001631912,1.987942267,1.85752061,1.027328088,1.027262436,3.592553387,1.245558019,-19.27660592,8.547440534,1804,1803
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.065102208,0.005611321,4.993032371,10.01423427,2.979231895,1.989725425,4.044821345,8.015675431,3.811992156,-31.46115284,-27.86076273,1805,1804
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.096379475,0.004277342,1.003338705,2.009583407,0.970943386,3.22811938,0.707680763,1.194829907,9.599612594,-10.20602615,-15.43861229,1806,1805
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.021467935,0.002899105,5.028369873,9.993854621,1.997619787,4.082991114,3.98163095,3.232595634,16.71763434,-15.49638471,15.6218405,1807,1806
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.062732107,0.001148702,1.002266128,1.983422523,3.041637042,1.147859411,0.846567284,9.042714682,1.142999651,-12.01516112,-29.05830012,1808,1807
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.044257084,0.00092776,5.00899096,10.00306055,0.919215763,2.041443303,3.216060144,1.071599034,4.196198759,-24.9934423,-4.64323226,1809,1808
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.026420908,0.006184864,0.994809208,1.995021083,1.885064249,2.964832658,1.158519113,4.38151892,8.409062414,0.472516439,-34.31658447,1810,1809
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.197840617,0.006646454,5.013864136,10.00363924,3.077760118,3.983746312,4.420455651,8.493023162,16.21516592,-5.446548987,-30.45105116,1811,1810
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.053044777,0.034100887,0.992397155,2.005425533,0.968886037,1.068258357,1.063287585,1.233014313,1.009033153,-20.64448572,6.26784268,1812,1811
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.251014035,0.005754097,5.010452611,9.993094775,1.978656626,2.136348992,3.913263474,3.813584993,3.459998614,-20.44316595,10.36313701,1813,1812
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.095742447,0.011152214,0.9960059,2.013251613,2.900945002,3.100742923,0.735020639,9.059914555,9.19034955,-21.79631694,-15.97348249,1814,1813
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.010088623,4.05E-05,4.99688283,9.988819576,0.895116111,3.957185502,3.781702485,0.845256863,15.60994428,6.617880888,-21.602544,1815,1814
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.052892555,0.001107201,0.987296383,2.016717072,1.841193894,0.961865638,0.781281408,3.642138592,0.985935533,-18.01101697,-64.22790287,1816,1815
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.036757997,0.000966016,5.01134215,10.00231462,2.965674684,2.023072257,4.121974071,8.512527943,3.986588172,-29.33097361,-7.593137981,1817,1816
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.188884558,0.022278815,1.001161861,1.995670912,0.994565885,2.946171444,1.373790806,1.531520824,8.470875783,-12.18807864,-41.97383515,1818,1817
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.169750065,0.037072085,4.997661164,10.00565334,1.799819782,3.962262827,3.722467101,4.267897723,15.51514776,-4.503580123,-21.99044273,1819,1818
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.022180327,0.003098569,0.995892911,2.003908297,3.066528898,1.24981849,1.154336933,8.964615635,1.034102087,8.815617702,-19.24401421,1820,1820
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.033495845,0.024846179,4.997142947,10.0013842,1.135195183,2.046177076,3.727722352,1.161183977,3.713560764,-16.42534154,-27.81021108,1821,1820
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.114734988,0.002852024,1.001401055,1.977395259,2.121286301,2.928159444,1.111394361,4.283697569,7.301346475,-9.196651324,-41.63368918,1822,1822
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.195970031,0.002344505,4.995217699,10.00057252,3.004944064,3.918193976,3.625630395,8.250793667,16.44524894,-1.454222146,-26.60037169,1823,1822
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.058527988,0.003865858,0.981496581,1.994191543,1.068876312,1.037897387,1.351328116,1.097740341,0.85317293,-8.664827579,-15.03135374,1824,1824
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.005555068,0.006291707,5.006516638,9.983292136,2.085625813,2.036836383,4.286523983,4.049394439,4.220803436,2.889702791,-44.24772808,1825,1825
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.088930692,0.000159441,0.998675082,1.987727169,2.901457117,3.097517916,0.799937679,9.748066468,9.126594002,-4.561051283,24.13123118,1826,1826
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.064196617,0.017729431,5.005968679,9.996191323,1.050844125,4.032024079,4.331515548,1.061244889,16.97357517,-33.41562027,-11.93618345,1827,1827
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.035790123,0.026539038,1.010000948,2.001034791,1.89023222,1.081377934,1.291280908,4.11251219,0.973021077,-20.11208299,-41.99647683,1828,1828
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.071251332,3.54E-05,5.00227379,9.991119651,2.862441673,2.187088585,4.080690731,9.154715782,3.880355503,14.33117359,0.587234896,1829,1828
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.079034667,4.28E-05,1.012443839,2.003012165,0.874818013,2.976910365,0.878437183,0.909532178,7.964748085,-10.63791503,-0.777318839,1830,1830
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.022282168,0.01673085,4.997372618,9.998193783,2.036443191,4.096686999,3.541910737,3.602556712,14.86484362,-7.332978526,5.723366334,1831,1830
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.17878739,0.00887043,0.999052795,2.004388417,2.929342763,1.038707075,0.983932309,9.586550853,1.176743676,-3.271294784,-16.0957722,1832,1832
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.069800859,0.00647223,4.998738895,10.00889964,0.919236988,2.102363961,4.276226429,0.81514518,2.692600746,-3.242368343,-12.07792819,1833,1833
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.151314248,0.006811319,1.018525257,1.993587734,1.922782541,3.084915125,1.259286429,3.374693877,8.792986076,-11.16803152,-29.30356029,1834,1834
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.031558425,0.022519042,4.984081128,9.988208908,3.044445018,4.041499018,3.499594965,9.242973584,15.78049669,-0.999550491,8.485022889,1835,1835
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.013374064,0.007544693,0.993192234,2.000178166,0.993623907,1.073993341,0.84638085,1.078693805,0.874594287,-10.93232519,-15.40376939,1836,1836
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.046049307,0.005387026,5.001726896,9.995762754,1.948818557,1.82957733,4.082531632,3.394841909,4.022016529,-16.4385768,-10.61611077,1837,1836
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.000665013,0.011023092,0.997798575,1.998565078,2.828244459,2.996776711,0.727822936,9.361604396,8.612688033,-15.30069379,-48.45168176,1838,1838
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.061186819,0.00136836,5.017709412,9.989031461,1.02065677,3.984013937,4.289541055,0.545268017,16.27117359,-4.361230468,-46.95051999,1839,1839
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.230684027,0.002010951,1.005010278,1.995103655,1.852475822,1.166529471,1.061469568,4.245053876,1.027998836,0.059803892,-38.59058316,1840,1839
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.012591899,0.00611737,5.013396343,10.00414364,2.988993026,2.071606321,4.097986679,9.190132702,3.802126127,-0.557806202,-4.026138709,1841,1841
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.039382164,0.003136078,1.003271974,1.999855178,0.982418575,2.951648886,0.886255311,1.299884269,8.527895939,1.278665285,-5.030980151,1842,1841
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.001611031,0.011995461,4.989159336,9.991285596,1.921970012,4.201157722,4.656732143,4.199044459,18.28725649,-19.87960475,-3.215056852,1843,1843
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.118501638,1.25E-05,1.012853371,2.002371515,2.962250609,0.852269742,0.695529594,9.395506216,0.69291848,1.158634093,-35.12265561,1844,1843
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.145108902,0.003276492,4.987040662,10.00655691,1.035309981,2.040732786,3.77879284,1.172520063,3.898361184,-15.37427183,-21.35036938,1845,1844
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.136617991,0.004568687,0.989722569,1.999417409,2.095297408,2.929430972,1.050979288,4.129684454,8.994831404,2.683771206,-3.665728585,1846,1846
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,0.03316901,0.000309334,4.985096634,10.01918668,3.028077586,3.974148383,3.722922908,9.561319748,15.0670733,-0.305666109,-19.78401146,1847,1846
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.083235369,0.077735341,0.996351694,2.01372692,1.146677379,0.977728061,0.919731332,0.753203762,1.003572213,-12.54059407,-50.90621204,1848,1848
B,D,E,H,J,B,E,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.048608401,0.000389272,5.020859783,9.994799553,1.935908189,2.056650482,4.014776412,3.792609435,3.980337507,-23.36641124,-28.44144168,1849,1849
A,C,E,H,J,C,F,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.137777209,0.004357421,1.001345193,1.991758282,3.123188036,2.804926273,0.967597849,9.526458914,9.134623824,-16.95942613,-31.53496956,1850,1850
B,D,E,H,J,A,D,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.088923645,0.013112712,4.980412589,9.998948608,1.161306358,3.968325311,3.315309384,0.879104912,15.62925711,-8.324462364,-22.55420687,1851,1850
A,C,E,H,J,B,E,B,E,J,A,D,J,A,D,I,M,S,H,L,S,0.094559613,0.008873492,0.989261477,2.005882574,2.077777848,0.955601071,0.605552926,3.753104509,0.917013373,-16.92798274,-16.66550887,1852,1852
B,D,E,H,J,C,F,B,E,J,A,D,J,B,E,I,M,S,H,L,S,-0.08140387,0.000181813,4.994648788,9.996019488,2.933324543,2.007475529,3.713300099,9.735692189,4.072797022,-15.8943029,3.310047998,1853,1853
A,C,E,H,J,A,D,B,E,J,A,D,J,C,F,I,M,S,H,L,S,-0.11777079,0.004005504,1.000911158,2.011669429,1.054312708,2.946250261,1.124308546,1.38892147,8.033880262,-6.755882659,-18.64972915,1854,1854
B,D,E,H,J,B,E,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.107674712,0.000527022,4.993404542,9.977780678,1.986838686,3.968673714,4.158322807,3.693517852,15.90551641,-7.621717634,-16.22924868,1855,1854
A,C,E,H,J,C,F,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.070182855,0.00233193,0.989438258,1.995632405,3.061962113,1.111807075,0.719429846,9.287184884,1.3758494,-19.99171481,-8.318347202,1856,1855
B,D,E,H,J,A,D,B,E,J,A,D,J,B,E,I,M,S,H,L,S,0.055394806,9.84E-05,5.013210155,10.00281127,1.033719762,2.052455817,3.438798843,0.924525931,4.102528349,-3.167861256,-13.72146873,1857,1856
A,C,E,H,J,B,E,B,E,J,A,D,J,C,F,I,M,S,H,L,S,0.005517637,0.001463037,1.009366668,1.987228469,1.889310319,3.033561739,0.753781987,4.052894959,8.482980498,-35.84468836,-1.513065606,1858,1858
B,D,E,H,J,C,F,B,E,J,A,D,J,D,G,I,M,S,H,L,S,-0.120163969,7.79E-05,5.013411273,9.988855392,3.172326432,3.977877983,4.237219027,8.718700974,15.53036751,-10.04052769,-1.719115407,1859,1859
A,C,E,H,J,A,D,B,E,J,A,D,J,A,D,I,M,S,H,L,S,-0.037006287,0.000787903,0.996417355,2.014524017,0.900554559,1.256631152,1.162616582,0.897368604,1.123503475,-21.32298101,-8.020242738,1860,1859
